rust_path	kind	rust_signature	disposition	python_path	exclusion_kind	rationale
jbotci_syntax::generated_model::recovered::SumtiAssociationRelativeClauseSyntax::sumti	field	RecoveredField[NormalTermSyntax]	direct	jbotci.syntax.recovered.SumtiAssociationRelativeClauseSyntax.sumti		
jbotci_syntax::generated_model::recovered::SumtiAssociationRelativeClauseSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiAtomSyntax	type	sum	direct	jbotci.syntax.recovered.SumtiAtomSyntax		
jbotci_syntax::generated_model::recovered::SumtiAtomSyntax::QuantifiedSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiAtomSyntaxQuantifiedSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiAtomSyntax::QuantifiedSumti::quantified_sumti	field	RecoveredField[QuantifiedSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiAtomSyntaxQuantifiedSumti.quantified_sumti		
jbotci_syntax::generated_model::recovered::SumtiAtomSyntax::SumtiBase	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiAtomSyntaxSumtiBase		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiAtomSyntax::SumtiBase::sumti_base	field	RecoveredField[SumtiBaseSyntax]	direct	jbotci.syntax.recovered.SumtiAtomSyntaxSumtiBase.sumti_base		
jbotci_syntax::generated_model::recovered::SumtiAtomSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiAtomSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiAtomSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax	type	sum	direct	jbotci.syntax.recovered.SumtiBaseSyntax		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::BridiDescriptionSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxBridiDescriptionSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::BridiDescriptionSumti::bridi_description_sumti	field	RecoveredField[BridiDescriptionSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxBridiDescriptionSumti.bridi_description_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::DescriptorWithGadriSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxDescriptorWithGadriSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::DescriptorWithGadriSumti::descriptor_with_gadri_sumti	field	RecoveredField[DescriptorWithGadriSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxDescriptorWithGadriSumti.descriptor_with_gadri_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::DescriptorWithOuterQuantifierSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxDescriptorWithOuterQuantifierSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::DescriptorWithOuterQuantifierSumti::descriptor_with_outer_quantifier_sumti	field	RecoveredField[DescriptorWithOuterQuantifierSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxDescriptorWithOuterQuantifierSumti.descriptor_with_outer_quantifier_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::DescriptorWithoutGadriSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxDescriptorWithoutGadriSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::DescriptorWithoutGadriSumti::descriptor_without_gadri_sumti	field	RecoveredField[DescriptorWithoutGadriSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxDescriptorWithoutGadriSumti.descriptor_without_gadri_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ExpDescriptorWithLeadingSumtiSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxExpDescriptorWithLeadingSumtiSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ExpDescriptorWithLeadingSumtiSumti::exp_descriptor_with_leading_sumti_sumti	field	RecoveredField[ExpDescriptorWithLeadingSumtiSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxExpDescriptorWithLeadingSumtiSumti.exp_descriptor_with_leading_sumti_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::LaheSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxLaheSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::LaheSumti::lahe_sumti	field	RecoveredField[LaheSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxLaheSumti.lahe_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::LaheTermWrapper	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxLaheTermWrapper		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::LaheTermWrapper::lahe_term_wrapper	field	RecoveredField[LaheTermWrapperSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxLaheTermWrapper.lahe_term_wrapper		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::LerfuStringSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxLerfuStringSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::LerfuStringSumti::lerfu_string_sumti	field	RecoveredField[LerfuStringSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxLerfuStringSumti.lerfu_string_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::NameSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxNameSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::NameSumti::name_sumti	field	RecoveredField[NameSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxNameSumti.name_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::NumberSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxNumberSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::NumberSumti::number_sumti	field	RecoveredField[NumberSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxNumberSumti.number_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ProSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxProSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ProSumti::pro_sumti	field	RecoveredField[ProSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxProSumti.pro_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::QuotedSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxQuotedSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::QuotedSumti::quoted_sumti	field	RecoveredField[QuotedSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxQuotedSumti.quoted_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ScalarNegatedSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxScalarNegatedSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ScalarNegatedSumti::scalar_negated_sumti	field	RecoveredField[ScalarNegatedSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxScalarNegatedSumti.scalar_negated_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ScalarNegatedSumtiWithBo	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxScalarNegatedSumtiWithBo		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ScalarNegatedSumtiWithBo::scalar_negated_sumti_with_bo	field	RecoveredField[ScalarNegatedSumtiWithBoSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxScalarNegatedSumtiWithBo.scalar_negated_sumti_with_bo		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ScalarNegatedTermWrapper	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxScalarNegatedTermWrapper		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ScalarNegatedTermWrapper::scalar_negated_term_wrapper	field	RecoveredField[ScalarNegatedTermWrapperSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxScalarNegatedTermWrapper.scalar_negated_term_wrapper		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ScalarNegatedTermWrapperWithBo	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxScalarNegatedTermWrapperWithBo		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ScalarNegatedTermWrapperWithBo::scalar_negated_term_wrapper_with_bo	field	RecoveredField[ScalarNegatedTermWrapperWithBoSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxScalarNegatedTermWrapperWithBo.scalar_negated_term_wrapper_with_bo		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ZantufaDescriptorWithRelativesFirstSumti	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SumtiBaseSyntaxZantufaDescriptorWithRelativesFirstSumti		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::ZantufaDescriptorWithRelativesFirstSumti::zantufa_descriptor_with_relatives_first_sumti	field	RecoveredField[ZantufaDescriptorWithRelativesFirstSumtiSyntax]	direct	jbotci.syntax.recovered.SumtiBaseSyntaxZantufaDescriptorWithRelativesFirstSumti.zantufa_descriptor_with_relatives_first_sumti		
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiBaseSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiBoundSyntax	type	product	direct	jbotci.syntax.recovered.SumtiBoundSyntax		
jbotci_syntax::generated_model::recovered::SumtiBoundSyntax::bound_tail	field	RecoveredField[SumtiBoundTailSyntax] | None	direct	jbotci.syntax.recovered.SumtiBoundSyntax.bound_tail		
jbotci_syntax::generated_model::recovered::SumtiBoundSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
